epoch,execution_epoch,venue_max_bid,venue_min_ask,execution_bid,execution_ask,theoretical_profit,real_profit,executed_qty,total_profit,real_total_profit,profit_category
1762533000000000,1762533000100000,AQEU,XMAD,0.0,0.0,0.025000190734862926,0.0,0.0,2.750020980834922,0.0,Break-even
