epoch,execution_epoch,venue_max_bid,venue_min_ask,executed_qty,real_profit,real_total_profit,profit_category
1762523900000000,1762523900000000,CEUX,XMAD,518.0,2.2888183615066282e-07,0.00011856079112604334,Profitable
1762533000000000,1762533000000000,AQEU,XMAD,949.0,0.014000473022461435,13.286448898315902,Profitable
