epoch,execution_epoch,venue_max_bid,venue_min_ask,execution_bid,execution_ask,theoretical_profit,real_profit,executed_qty,total_profit,real_total_profit,profit_category
1762532400000000,1762532400100000,TQEX,XMAD,4.190999984741211,4.191999912261963,0.0020003318786621094,-0.0009999275207519531,0.0,5.438902378082275,-0.0,Loss
