epoch,signal,is_opportunity,max_bid,min_ask,global_max_bid,global_min_ask,venue_max_bid,venue_min_ask,max_bid_venue,min_ask_venue,bid_qty,ask_qty,max_bid_qty,min_ask_qty,executable_qty,tradeable_qty,theoretical_profit,total_profit,is_rising_edge,remaining_bid_qty,remaining_ask_qty
1762502600000000,1,True,0.4424999952316284,0.4417000114917755,0.4424999952316284,0.4417000114917755,XMAD,AQEU,XMAD,AQEU,627979.0,52440.0,627979.0,52440.0,52440.0,52440.0,0.0007999837398529053,41.95114731788635,True,627979.0,52440.0
1762503600000000,1,True,0.44209998846054077,0.4417000114917755,0.44209998846054077,0.4417000114917755,XMAD,AQEU,XMAD,AQEU,627979.0,52440.0,627979.0,52440.0,52440.0,52440.0,0.0003999769687652588,20.97479224205017,True,627979.0,52440.0
1762517800000000,1,True,0.4510999917984009,0.4505000114440918,0.4510999917984009,0.4505000114440918,XMAD,AQEU,XMAD,AQEU,500000.0,51356.0,500000.0,51356.0,51356.0,51356.0,0.000599980354309082,30.812591075897217,True,500000.0,51356.0
1762518400000000,1,True,0.4507000148296356,0.4505000114440918,0.4507000148296356,0.4505000114440918,XMAD,AQEU,XMAD,AQEU,627979.0,51356.0,627979.0,51356.0,51356.0,51356.0,0.00020000338554382324,10.271373867988586,True,627979.0,51356.0
1762519400000000,1,True,0.4510999917984009,0.4505000114440918,0.4510999917984009,0.4505000114440918,XMAD,AQEU,XMAD,AQEU,627979.0,51356.0,627979.0,51356.0,51356.0,51356.0,0.000599980354309082,30.812591075897217,True,627979.0,51356.0
1762520400000000,1,True,0.4510999917984009,0.4505000114440918,0.4510999917984009,0.4505000114440918,XMAD,AQEU,XMAD,AQEU,627979.0,51356.0,627979.0,51356.0,51356.0,51356.0,0.000599980354309082,30.812591075897217,True,627979.0,51356.0
1762522200000000,1,True,0.4510999917984009,0.4505000114440918,0.4510999917984009,0.4505000114440918,XMAD,AQEU,XMAD,AQEU,627979.0,51356.0,627979.0,51356.0,51356.0,51356.0,0.000599980354309082,30.812591075897217,True,627979.0,51356.0
