epoch,execution_epoch,venue_max_bid,venue_min_ask,execution_bid,execution_ask,theoretical_profit,real_profit,executed_qty,total_profit,real_total_profit,profit_category
1762502600000000,1762502600100000,XMAD,AQEU,0.4422999918460846,0.4417000114917755,0.0007999837398529053,0.000599980354309082,52440.0,41.95114731788635,31.46296977996826,Profitable
1762503600000000,1762503600100000,XMAD,AQEU,0.4433000087738037,0.4417000114917755,0.0003999769687652588,0.0015999972820281982,52440.0,20.97479224205017,83.90385746955872,Profitable
1762517800000000,1762517800100000,XMAD,AQEU,0.4507000148296356,0.4505000114440918,0.000599980354309082,0.00020000338554382324,51356.0,30.812591075897217,10.271373867988586,Profitable
1762518400000000,1762518400100000,XMAD,AQEU,0.45089998841285706,0.4505000114440918,0.00020000338554382324,0.0003999769687652588,51356.0,10.271373867988586,20.54121720790863,Profitable
1762519400000000,1762519400100000,XMAD,AQEU,0.4514999985694885,0.4505000114440918,0.000599980354309082,0.0009999871253967285,51356.0,30.812591075897217,51.35533881187439,Profitable
1762520400000000,1762520400100000,XMAD,AQEU,0.4510999917984009,0.4505000114440918,0.000599980354309082,0.000599980354309082,51356.0,30.812591075897217,30.812591075897217,Profitable
1762522200000000,1762522200100000,XMAD,AQEU,0.4512999951839447,0.4505000114440918,0.000599980354309082,0.0007999837398529053,51356.0,30.812591075897217,41.0839649438858,Profitable
