epoch,execution_epoch,venue_max_bid,venue_min_ask,execution_bid,execution_ask,theoretical_profit,real_profit,executed_qty,total_profit,real_total_profit,profit_category
1762525800000000,1762525800100000,TQEX,XMAD,6.349999904632568,6.360000133514404,0.009999752044677734,-0.010000228881835938,0.0,1.4599637985229492,-0.0,Loss
