epoch,execution_epoch,venue_max_bid,venue_min_ask,global_max_bid,global_min_ask,execution_bid,execution_ask,theoretical_profit,real_profit,profit_loss,executable_qty,total_profit,real_total_profit,profit_category,is_profitable
9223372036709551616,9223372036709651616,XMAD,CEUX,29.42,29.4,29.42,29.4,0.020000000000003126,0.020000000000003126,0.0,47.0,0.9400000000001469,0.9400000000001469,Profitable,True
