epoch,signal,is_opportunity,max_bid,min_ask,global_max_bid,global_min_ask,venue_max_bid,venue_min_ask,max_bid_venue,min_ask_venue,bid_qty,ask_qty,max_bid_qty,min_ask_qty,executable_qty,tradeable_qty,theoretical_profit,total_profit,is_rising_edge,remaining_bid_qty,remaining_ask_qty
1762504000000000,1,True,78.5999984741211,78.0,78.5999984741211,78.0,CEUX,TQEX,CEUX,TQEX,43.0,13.0,43.0,13.0,13.0,13.0,0.5999984741210938,7.799980163574219,True,43.0,13.0
1762506600000000,1,True,78.5999984741211,78.5,78.5999984741211,78.5,CEUX,TQEX,CEUX,TQEX,39.0,15.0,39.0,15.0,15.0,15.0,0.09999847412109375,1.4999771118164062,True,39.0,15.0
1762516400000000,1,True,78.19999694824219,78.0999984741211,78.19999694824219,78.0999984741211,CEUX,TQEX,CEUX,TQEX,53.0,2.0,53.0,2.0,2.0,2.0,0.09999847412109375,0.1999969482421875,True,53.0,2.0
1762520600000000,1,True,77.9000015258789,77.80000305175781,77.9000015258789,77.80000305175781,TQEX,CEUX,TQEX,CEUX,24.0,95.0,24.0,95.0,24.0,24.0,0.09999847412109375,2.39996337890625,True,24.0,95.0
1762521400000000,1,True,77.9000015258789,77.80000305175781,77.9000015258789,77.80000305175781,TQEX,CEUX,TQEX,CEUX,24.0,41.0,24.0,41.0,24.0,24.0,0.09999847412109375,2.39996337890625,True,24.0,41.0
1762528800000000,1,True,77.0,76.9000015258789,77.0,76.9000015258789,CEUX,TQEX,CEUX,TQEX,85.0,35.0,85.0,35.0,35.0,35.0,0.09999847412109375,3.4999465942382812,True,85.0,35.0
1762532600000000,1,True,75.69999694824219,75.5999984741211,75.69999694824219,75.5999984741211,TQEX,CEUX,TQEX,CEUX,14.0,188.0,14.0,188.0,14.0,14.0,0.09999847412109375,1.3999786376953125,True,14.0,188.0
