epoch,global_max_bid,global_min_ask,venue_max_bid,venue_min_ask,bid_qty,ask_qty,executable_qty,is_opportunity,theoretical_profit,total_profit,is_rising_edge
9223372036709551616,29.42,29.4,XMAD,CEUX,137.0,47.0,47.0,True,0.020000000000003126,0.9400000000001469,True
