epoch,execution_epoch,venue_max_bid,venue_min_ask,global_max_bid,global_min_ask,execution_bid,execution_ask,theoretical_profit,real_profit,profit_loss,executable_qty,total_profit,real_total_profit,profit_category,is_profitable
9223372036709551616,9223372036709651616,XMAD,CEUX,3.655,3.648,3.655,3.648,0.006999999999999673,0.006999999999999673,0.0,839.0,5.872999999999726,5.872999999999726,Profitable,True
